n/a,Attrition,Age,DistanceFromHome,HourlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,College,Below College,Master,Bachelor,JSMedium,JSHigh,JSLow,Perf_Excellent,Work_Life_Bad,Work_Life_Better,Work_Life_Good,RS_Low,RS_Medium,RS_High,JI_High,JI_Medium,JI_Low,ES_Medium,ES_High,ES_Low
369,FALSE,31,9,42,0,16,3,5,2,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
370,TRUE,21,12,90,1,15,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
371,FALSE,29,23,54,9,16,6,4,3,2,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
372,FALSE,35,9,97,9,19,10,5,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
373,FALSE,27,1,82,1,11,5,2,5,2,0,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
374,FALSE,28,9,92,1,16,7,1,7,5,0,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
375,FALSE,49,7,31,8,24,26,2,5,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
376,FALSE,51,14,87,4,11,18,2,7,7,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
377,FALSE,36,2,96,4,13,6,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
378,TRUE,34,19,67,8,13,9,3,5,2,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
379,FALSE,55,2,97,2,13,30,2,5,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
380,FALSE,24,10,77,1,12,5,2,5,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
381,FALSE,30,2,72,1,18,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
382,TRUE,26,3,73,0,22,7,2,6,4,0,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
383,FALSE,22,11,43,1,13,2,1,2,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
384,FALSE,36,2,61,1,13,10,2,10,9,9,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
385,TRUE,30,4,40,9,23,3,4,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
386,FALSE,37,14,95,1,12,18,2,18,7,12,17,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
387,FALSE,40,2,46,7,12,8,5,5,4,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
388,FALSE,42,1,95,3,16,8,5,5,2,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
389,FALSE,37,10,49,2,12,18,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
390,FALSE,43,12,59,1,11,25,3,25,10,3,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
391,FALSE,40,2,78,6,22,20,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
392,FALSE,54,5,86,4,11,24,4,4,2,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
393,FALSE,34,4,72,9,15,6,3,3,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
394,FALSE,31,7,31,1,12,13,5,13,10,3,12,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
395,FALSE,43,21,61,7,20,8,1,3,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
396,FALSE,43,8,74,4,14,8,3,5,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
397,FALSE,25,4,99,1,11,5,3,5,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
398,FALSE,37,25,72,3,15,15,2,13,11,10,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
399,FALSE,31,1,98,1,12,4,3,4,2,3,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
400,FALSE,39,1,52,1,14,21,3,21,8,1,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
401,FALSE,56,6,86,9,11,36,0,7,7,7,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
402,FALSE,30,12,83,0,11,6,6,5,4,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
403,FALSE,41,1,49,1,16,10,2,10,7,0,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
404,FALSE,28,17,79,1,12,10,2,10,0,1,8,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
405,TRUE,25,3,91,5,13,6,5,2,2,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
406,FALSE,52,3,39,2,14,28,4,5,4,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
407,FALSE,45,10,69,3,21,8,3,2,2,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
408,FALSE,52,4,30,2,13,31,2,5,2,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
409,FALSE,42,29,92,2,11,19,3,5,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
410,FALSE,30,2,43,2,20,11,2,5,4,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
411,FALSE,60,7,41,5,11,33,5,29,8,11,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
412,FALSE,46,18,87,2,14,19,5,10,7,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
413,FALSE,42,28,88,0,11,7,4,6,5,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
414,TRUE,24,1,62,1,16,6,4,5,3,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
415,TRUE,34,6,33,0,16,3,3,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
416,FALSE,38,2,42,1,23,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
417,FALSE,40,2,79,0,14,21,2,20,15,1,12,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
418,FALSE,26,23,90,1,22,3,3,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
419,FALSE,30,3,53,4,15,9,3,5,3,1,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
420,FALSE,29,3,93,1,18,10,2,10,2,0,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
421,TRUE,29,25,71,5,16,6,2,2,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
422,TRUE,19,2,52,1,12,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
423,FALSE,30,22,69,0,11,10,3,9,8,7,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
424,FALSE,57,29,56,3,12,32,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
425,FALSE,50,29,88,0,15,28,2,27,10,15,7,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
426,FALSE,30,2,49,0,14,12,2,11,7,6,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
427,FALSE,60,28,80,4,19,22,5,18,13,13,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
428,FALSE,47,2,65,5,13,20,2,5,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
429,FALSE,46,2,51,6,13,26,2,3,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
430,FALSE,35,22,46,0,15,6,2,5,4,4,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
431,FALSE,54,8,42,7,11,19,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
432,FALSE,34,2,62,3,12,14,3,7,3,5,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
433,FALSE,46,10,94,2,19,15,3,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
434,FALSE,31,9,33,1,25,13,6,13,8,0,8,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
435,TRUE,33,15,56,7,12,15,2,7,6,7,7,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
436,TRUE,33,10,38,7,13,8,2,4,3,1,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
437,FALSE,30,7,57,0,14,4,3,3,2,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
438,FALSE,35,16,72,4,12,10,2,8,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
439,TRUE,31,20,66,3,12,12,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
440,TRUE,34,23,43,9,15,11,2,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
441,FALSE,42,5,97,4,17,8,4,2,2,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
442,FALSE,36,10,32,1,14,10,3,10,3,9,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
443,TRUE,22,4,99,5,16,4,3,2,2,1,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
444,FALSE,48,2,37,2,14,14,2,9,7,6,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
445,FALSE,55,18,83,3,23,37,2,10,9,7,7,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
446,FALSE,41,10,56,7,14,16,3,14,3,1,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
447,FALSE,35,1,85,9,11,15,2,11,9,6,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
